customer_id,age,gender,income,region,risk_score
248,76,Female,52269,North,51
249,39,Female,26986,North,10
250,47,Female,89527,South,8
251,55,Female,92447,South,16
252,68,Male,46937,West,96
253,71,Female,53036,East,62
254,25,Male,74790,South,49
255,44,Male,46303,South,89
256,44,Male,69329,South,15
257,38,Male,33724,North,16
258,47,Male,86660,East,81
259,45,Male,57268,South,27
260,81,Female,65015,West,47
261,86,Male,77129,South,26
262,78,Male,66374,South,72
263,65,Male,48986,North,41
264,36,Female,84410,North,11
265,21,Male,66702,South,91
266,52,Male,46707,East,9
267,81,Male,19935,North,54
268,66,Male,49708,South,11
269,34,Female,39409,East,7
270,61,Male,50491,South,28
271,47,Male,37166,East,94
272,63,Male,57683,West,62
273,23,Female,41018,North,55
274,54,Female,78541,West,36
275,41,Male,62278,East,73
276,63,Male,40691,North,99
277,70,Male,50181,North,63
278,77,Female,60175,West,51
279,80,Male,19945,East,77
280,49,Female,59366,North,48
281,50,Male,15806,East,68
282,84,Male,80700,East,10
283,35,Male,42539,North,26
284,42,Male,70978,North,67
285,71,Male,27102,North,53
286,75,Male,61488,West,43
287,84,Female,26539,North,17
288,63,Male,44118,North,27
289,41,Female,69354,South,22
290,49,Female,62339,South,36
291,64,Female,61310,West,72
292,40,Female,42924,West,33
293,83,Male,29088,South,90
294,44,Male,65622,West,95
295,19,Female,31598,South,53
296,34,Female,37556,South,11
297,50,Female,78547,East,93
298,26,Male,61566,West,29
299,60,Female,22728,North,38
300,65,Female,49782,South,58
301,56,Male,46839,East,15
302,59,Female,42507,East,54
303,43,Male,43115,South,62
304,67,Male,76170,West,57
305,42,Male,89890,South,79
306,41,Female,49150,West,71
307,30,Female,53276,South,58
308,77,Female,22716,South,49
309,24,Female,83893,East,53
310,74,Male,36827,North,29
311,53,Male,41540,North,33
312,62,Male,65809,East,46
313,37,Female,55617,West,54
314,82,Male,60987,South,80
315,25,Female,63588,West,98
316,33,Male,49836,North,85
317,31,Male,67658,West,7
318,32,Male,15856,South,29
319,83,Male,82712,North,9
320,49,Female,46366,West,49
321,80,Female,67464,West,71
322,68,Female,59853,West,78
323,42,Female,10043,North,94
324,75,Female,54368,North,88
325,80,Female,10000,West,51
326,79,Female,59881,East,98
327,39,Female,54346,South,8
328,75,Male,24413,North,55
329,75,Male,53766,North,65
330,66,Female,40497,North,98
331,69,Male,46726,South,84
332,59,Male,10000,North,95
333,87,Female,25236,East,79
334,32,Female,34259,North,15
335,71,Female,27259,North,51
336,77,Male,39491,East,34
337,25,Female,36555,South,69
338,70,Male,56034,South,86
339,77,Female,10000,North,12
340,22,Female,89849,South,45
341,85,Female,37695,East,31
342,23,Male,43871,South,54
343,64,Male,61892,North,93
344,72,Female,84778,East,22
345,57,Female,38217,North,72
346,69,Female,63787,East,64
347,33,Female,36581,East,60
348,30,Male,68805,North,28
349,47,Male,63942,North,21
350,36,Female,28680,South,75
351,34,Female,61580,West,75
352,80,Male,21454,South,87
353,36,Male,35171,North,77
354,75,Female,23211,North,43
355,72,Female,50018,South,27
356,79,Male,69967,West,23
357,40,Male,25148,West,97
358,26,Male,58018,North,90
359,29,Male,45161,West,36
360,18,Female,29465,East,97
361,75,Female,41559,South,38
362,18,Female,61577,West,16
363,51,Female,68804,West,74
364,65,Male,56149,South,43
365,18,Female,49259,East,41
366,33,Female,50458,West,44
367,78,Female,35366,East,52
368,81,Male,51937,North,17
369,80,Female,20595,North,52
370,86,Female,47628,East,43
371,39,Male,83986,East,23
372,84,Male,41221,South,1
373,43,Female,72423,South,93
374,33,Female,63418,South,25
375,68,Male,78756,West,6
376,74,Male,10000,North,74
377,46,Male,53541,South,54
378,86,Female,61761,West,78
379,64,Female,65967,West,23
380,79,Male,74025,East,19
381,86,Male,63928,South,56
382,33,Female,54731,East,53
383,65,Male,30824,East,31
384,56,Female,11942,West,38
385,50,Male,76786,North,19
386,40,Female,37854,West,1
387,27,Female,42994,West,77
388,86,Male,68111,West,50
389,51,Female,49618,North,98
390,69,Female,26854,South,58
391,27,Female,15850,West,81
392,36,Male,42830,West,32
393,75,Male,51918,South,49
394,18,Male,65924,South,98
395,86,Male,47501,West,97
396,21,Female,50400,North,92
397,33,Male,23602,East,44
398,41,Female,70826,East,29
399,19,Female,110261,West,88
400,49,Female,76023,North,48
401,41,Female,74214,South,80
402,29,Male,56902,North,77
403,67,Female,29097,East,26
404,52,Female,32764,North,7
405,50,Male,63172,West,44
406,50,Male,67815,North,14
407,78,Female,31217,East,52
408,68,Male,59091,West,32
409,60,Female,52262,West,75
410,29,Female,59903,North,32
411,84,Male,57155,West,75
412,82,Female,58185,North,84
413,50,Male,11091,North,57
414,57,Female,86477,South,52
415,60,Female,78306,East,34
416,61,Male,49700,South,61
417,46,Female,26398,East,62
418,30,Female,61264,East,86
419,29,Male,20761,West,87
420,63,Female,83539,East,93
421,19,Male,46771,North,76
422,52,Female,38071,South,31
423,25,Male,61672,West,29
424,43,Female,40608,West,31
425,51,Female,44399,East,12
426,24,Female,34128,South,35
427,85,Female,62501,South,57
428,75,Female,56150,South,41
429,46,Male,71006,West,27
430,53,Male,17497,South,15
431,38,Male,25656,North,94
432,53,Male,39647,North,71
433,27,Male,72224,East,36
434,41,Female,21498,East,24
435,81,Female,33008,North,82
436,66,Male,78408,East,24
437,53,Male,60593,West,96
438,41,Male,71606,North,76
439,40,Female,48178,West,28
440,79,Female,85366,South,75
441,54,Female,20978,West,3
442,29,Female,45711,South,3
443,72,Female,44068,North,29
444,30,Male,44315,East,32
445,40,Male,24889,East,54
446,47,Male,61089,North,38
447,34,Male,25507,West,95
448,79,Female,23352,North,56
449,30,Male,10000,South,65
450,76,Male,35156,East,21
451,36,Female,52934,South,41
452,66,Male,55769,North,20
453,29,Male,45519,East,60
454,78,Female,36606,South,75
455,36,Female,41889,East,59
456,26,Male,36507,East,74
457,88,Female,91078,North,55
458,45,Female,25433,South,3
459,69,Male,34492,North,14
460,33,Female,49990,West,45
461,86,Female,28076,South,95
462,29,Female,50921,North,99
463,42,Female,17237,North,60
464,69,Male,52477,West,49
465,70,Female,41115,North,9
466,40,Male,35093,West,54
467,33,Male,44162,South,70
468,74,Male,39180,West,93
469,56,Female,41942,West,52
470,70,Female,65332,North,63
471,59,Male,85980,East,52
472,75,Female,10000,North,22
473,56,Female,45357,East,55
474,31,Female,24344,South,3
475,22,Male,43176,East,2
476,52,Female,58054,West,59
477,35,Female,97743,East,28
478,26,Male,43552,East,37
479,75,Male,52597,West,69
480,34,Female,31721,East,9
481,24,Female,30676,East,62
482,63,Female,29724,South,32
483,30,Male,35648,South,81
484,57,Female,40505,South,75
485,59,Male,78430,West,35
486,26,Male,43075,South,47
487,67,Male,61101,South,18
488,44,Male,55881,West,36
489,83,Female,69044,West,19
490,22,Female,11958,West,25
491,46,Male,56860,West,46
492,54,Female,54592,South,60
493,55,Male,48003,North,95
494,25,Male,71525,East,23
495,82,Female,47582,South,78
496,34,Male,67578,North,27
497,88,Male,53401,South,35
498,62,Male,54947,South,77
499,21,Female,56323,West,55
500,53,Male,46012,North,36
501,87,Male,81279,South,88
502,48,Female,71511,East,97
503,36,Male,48809,West,71
504,78,Male,53419,East,9
505,71,Male,59619,North,21
506,56,Male,66201,South,32
507,36,Female,82254,East,66
508,56,Female,68135,North,44
509,84,Female,46511,West,89
510,62,Male,33649,East,65
511,30,Male,69843,North,75
512,75,Male,55780,North,80
513,37,Male,30348,East,87
514,89,Male,67067,South,15
515,78,Male,80328,North,27
516,56,Male,50141,East,16
517,18,Female,81332,West,46
518,20,Male,65323,East,97
519,79,Male,26828,East,72
520,80,Male,58451,North,48
521,42,Male,14576,West,65
522,73,Female,57080,South,19
523,50,Male,29507,East,90
524,55,Male,53846,West,37
525,23,Male,63551,West,58
526,75,Male,38234,East,55
527,61,Female,83809,North,53
528,62,Female,31570,South,47
529,49,Male,10000,North,3
530,62,Female,49422,South,88
531,78,Male,77303,West,86
532,64,Male,49580,West,62
533,38,Male,38139,North,1
534,53,Female,17026,South,39
535,36,Male,38570,East,73
536,37,Female,27157,North,33
537,74,Male,54873,South,23
538,35,Male,56568,East,34
539,64,Female,31021,East,49
540,66,Female,43474,South,49
541,31,Female,78924,West,99
542,32,Female,41481,North,49
543,48,Male,40973,East,10
544,18,Male,53730,West,96
545,71,Male,21802,South,66
546,20,Male,68996,North,71
547,33,Female,41737,East,88
548,74,Female,26838,West,67
549,29,Female,60745,South,76
550,33,Male,40245,West,39
551,89,Female,32483,East,42
552,41,Female,51452,North,91
553,45,Male,71035,North,1
554,25,Male,41786,East,46
555,53,Female,30696,North,36
556,25,Female,10000,North,96
557,75,Female,20999,West,91
558,77,Male,40352,South,44
559,67,Male,23851,East,31
560,45,Male,36024,East,97
561,58,Male,88560,West,58
562,81,Female,74622,West,96
563,44,Male,33638,South,4
564,80,Female,52761,North,53
565,34,Female,28389,East,89
566,50,Male,81242,East,93
567,46,Male,51422,South,57
568,30,Female,71004,West,73
569,63,Female,34266,West,78
570,52,Male,82025,North,50
571,23,Male,41201,South,5
572,86,Female,14684,East,52
573,64,Female,46529,North,17
574,42,Male,36262,North,32
575,83,Female,70101,South,6
576,27,Female,37591,North,69
577,73,Male,60756,East,93
578,47,Female,36355,East,92
579,22,Male,33083,East,61
580,50,Male,50016,West,10
581,82,Male,60635,North,23
582,35,Male,18791,North,53
583,66,Female,68458,East,61
584,28,Female,68741,West,19
585,43,Male,43908,South,4
586,80,Male,46194,East,46
587,76,Female,10000,South,32
588,44,Male,86052,East,84
589,66,Male,43566,South,46
590,50,Female,71678,West,62
591,18,Female,37898,South,92
592,38,Male,50057,North,54
593,72,Female,60461,South,87
594,23,Male,40821,West,67
595,86,Female,18696,North,24
596,22,Female,47482,East,66
597,20,Female,21711,South,18
598,70,Female,32744,West,96
599,40,Male,37399,West,48
600,70,Male,51579,South,46
601,54,Male,37140,West,48
602,34,Female,25613,East,62
603,18,Female,53755,West,94
604,68,Female,63045,East,27
605,62,Female,22272,South,62
606,21,Male,50381,West,78
607,79,Male,65048,South,65
608,82,Male,52029,North,52
609,49,Male,25791,North,1
610,51,Male,54788,South,50
611,89,Female,49993,South,40
612,56,Male,53039,East,72
613,43,Female,50755,East,17
614,51,Female,10000,North,1
615,71,Male,46529,West,78
616,20,Female,69005,North,77
617,67,Male,78741,West,30
618,29,Male,69887,East,77
619,82,Male,50516,East,67
620,71,Male,63835,East,22
621,22,Female,60859,West,35
622,74,Female,45358,East,56
623,34,Male,72986,West,14
624,64,Male,37066,West,45
625,40,Male,47846,West,86
626,31,Female,68042,West,33
627,83,Male,31663,East,12
628,68,Female,23283,East,24
629,55,Female,30593,North,69
630,81,Male,58883,East,57
631,55,Female,94670,West,9
632,67,Male,73956,South,2
633,47,Female,65655,West,59
634,68,Male,81319,South,95
635,80,Male,55788,West,29
636,69,Female,37643,South,93
637,55,Female,48772,South,55
638,47,Female,44649,North,94
639,68,Male,30738,South,22
640,22,Female,45832,North,85
641,46,Male,18801,West,49
642,21,Male,43547,West,12
643,27,Male,48045,South,71
644,73,Female,46541,West,89
645,34,Female,83657,East,8
646,34,Male,54006,East,97
647,86,Male,85293,East,16
648,51,Male,22551,West,40
649,23,Male,67527,East,45
650,70,Male,54279,North,64
651,83,Female,48050,West,63
652,60,Female,23487,East,51
653,40,Female,56804,West,10
654,72,Male,95485,East,76
655,33,Male,58812,North,86
656,25,Male,49075,South,71
657,21,Female,52973,North,45
658,21,Female,61792,South,85
659,73,Female,81252,East,56
660,42,Female,42605,North,86
661,84,Male,53699,South,73
662,84,Male,50096,North,84
663,44,Female,40887,West,13
664,49,Female,53923,South,64
665,67,Male,80612,East,88
666,78,Male,36959,West,30
667,68,Female,57368,East,52
668,36,Female,58050,East,54
669,38,Male,49803,West,57
670,22,Male,58607,South,18
671,59,Male,57734,West,25
672,78,Female,31713,East,53
673,39,Male,48797,North,20
674,38,Female,49695,South,11
675,87,Female,29019,North,40
676,18,Male,51179,South,98
677,22,Female,49448,South,23
678,29,Male,90466,North,90
679,63,Female,33507,East,87
680,51,Female,70006,West,42
681,66,Male,59465,North,47
682,62,Male,70659,East,56
683,44,Female,33975,North,33
684,43,Male,12347,West,89
685,64,Female,47852,West,98
686,73,Male,65411,South,26
687,80,Female,43569,North,69
688,65,Female,47051,North,29
689,78,Female,89508,South,94
690,43,Male,35449,East,60
691,53,Male,68508,East,91
692,18,Male,30382,South,37
693,25,Male,73003,East,25
694,69,Female,48603,East,74
695,64,Female,59766,East,44
696,73,Male,37149,South,34
697,31,Female,51883,West,12
698,45,Male,53375,South,93
699,19,Male,21727,North,39
700,43,Female,40133,North,19
701,31,Female,55343,North,19
702,76,Female,34924,East,29
703,73,Male,53507,North,66
704,24,Male,46297,East,90
705,20,Male,61887,East,98
706,40,Female,46630,East,94
707,35,Female,97617,North,76
708,55,Male,10611,North,20
709,32,Female,34139,North,57
710,81,Male,63561,East,97
711,45,Female,53712,East,9
712,56,Male,58726,West,2
713,74,Male,10000,West,28
714,34,Male,46358,South,34
715,61,Male,50123,South,21
716,42,Female,62168,East,83
717,34,Female,57111,South,78
718,30,Female,50260,West,81
719,42,Female,47958,West,56
720,85,Male,24808,East,5
721,27,Female,56900,South,85
722,84,Female,47539,East,22
723,35,Male,41363,South,59
724,51,Male,49737,East,40
725,25,Female,42804,West,84
726,57,Male,21057,North,92
727,59,Female,63138,South,63
728,58,Male,87436,East,32
729,23,Female,55544,West,45
730,69,Female,55907,West,83
731,43,Male,79991,West,92
732,81,Male,88063,North,87
733,76,Male,46485,East,33
734,73,Male,35555,North,82
735,76,Female,58729,East,35
736,87,Male,53150,West,46
737,50,Female,69324,East,36
738,70,Male,50074,West,62
739,39,Female,51534,East,83
740,38,Female,30793,South,90
741,87,Male,70426,North,26
742,87,Female,37292,North,7
743,21,Female,26131,North,87
744,79,Male,10000,South,5
745,79,Female,47976,South,87
746,41,Male,35792,West,32
747,72,Male,45325,West,79
748,26,Female,40225,North,91
749,20,Female,42693,South,81
750,48,Female,33530,South,84
751,57,Male,35041,North,57
752,53,Female,31017,East,80
753,41,Female,46066,West,62
754,23,Female,27096,West,28
755,83,Male,75156,East,95
756,21,Female,49818,North,80
757,23,Female,19291,South,78
758,68,Male,54395,West,74
759,79,Female,32037,South,66
760,74,Male,70898,North,97
761,83,Male,37736,North,41
762,25,Female,77867,West,86
763,43,Female,69994,North,66
764,68,Male,122804,North,64
765,62,Male,51949,South,7
766,61,Female,63790,East,41
767,22,Female,50252,North,45
768,87,Female,51701,West,44
769,43,Female,74659,West,30
770,85,Female,65451,South,38
771,36,Male,48158,North,39
772,37,Female,76417,East,19
773,29,Male,70025,North,47
774,64,Female,81131,West,38
775,18,Male,74406,South,17
776,31,Male,42931,North,74
777,81,Female,40789,East,79
778,55,Female,41490,South,69
779,54,Female,65617,South,99
780,28,Female,76857,West,4
781,20,Male,71166,West,35
782,50,Female,21438,East,1
783,23,Male,35709,West,81
784,67,Male,63665,North,85
785,27,Male,74579,North,58
786,22,Female,56162,South,22
787,40,Female,80559,East,5
788,27,Female,12187,West,60
789,61,Male,45813,South,36
790,19,Male,78342,South,9
791,30,Female,56782,East,84
792,57,Male,33899,West,57
793,19,Male,65796,East,78
794,82,Female,52748,East,84
795,80,Female,40760,West,90
796,34,Male,18567,North,4
797,26,Male,63924,South,51
798,32,Female,28265,South,39
799,41,Female,92843,North,84
800,55,Female,14350,East,52
801,52,Male,51096,North,75
802,66,Male,65030,South,71
803,86,Female,29659,West,55
804,79,Male,35809,West,31
805,77,Female,67004,North,50
806,67,Male,30985,South,8
807,26,Female,88412,North,87
808,51,Female,51112,North,15
809,52,Male,41609,South,65
810,18,Female,82442,West,10
811,57,Male,28828,South,41
812,81,Female,84595,North,88
813,39,Male,30352,North,79
814,77,Male,75189,West,48
815,81,Male,87288,North,21
816,89,Female,47920,North,86
817,28,Female,47856,West,24
818,31,Male,44298,South,74
819,77,Female,34361,East,23
820,47,Female,51695,South,80
821,52,Female,68134,East,69
822,54,Female,61759,South,33
823,22,Female,60172,West,36
824,43,Female,35329,West,25
825,79,Male,28447,West,58
826,21,Male,85356,East,90
827,59,Female,23300,South,66
828,35,Male,46962,West,98
829,57,Male,65046,East,31
830,89,Female,80422,West,44
831,56,Male,50428,North,63
832,31,Female,55487,North,45
833,49,Female,40549,West,83
834,68,Female,84616,East,82
835,55,Male,77445,North,50
836,40,Male,29990,West,67
837,80,Female,63126,West,71
838,32,Male,47679,East,87
839,42,Female,56247,East,1
840,34,Female,33972,North,71
841,83,Male,10914,West,86
842,70,Female,27827,North,67
843,68,Female,38887,South,83
844,56,Male,40024,West,94
845,68,Male,10000,East,9
846,87,Male,56228,South,99
847,23,Male,21811,East,35
848,84,Female,49216,East,13
849,24,Male,26322,South,26
850,68,Male,14214,North,45
851,89,Female,49004,South,51
852,59,Female,45989,West,92
853,81,Male,51890,North,25
854,32,Female,81924,North,56
855,46,Male,64194,West,39
856,50,Female,89419,West,3
857,44,Female,43858,East,75
858,53,Female,35566,South,94
859,46,Female,59173,West,53
860,55,Female,87167,South,33
861,74,Female,27621,North,62
862,44,Female,78003,West,98
863,72,Male,59502,North,67
864,50,Male,41175,East,69
865,85,Female,80065,East,95
866,83,Female,26007,West,4
867,27,Female,63351,West,72
868,22,Female,46288,West,59
869,55,Female,72349,North,17
870,30,Male,56698,West,22
871,48,Male,71941,East,38
872,64,Female,50963,West,88
873,69,Female,41302,West,31
874,73,Female,48382,North,49
875,32,Female,53659,South,52
876,46,Female,57046,East,89
877,25,Female,63647,South,38
878,22,Male,50330,North,96
879,46,Female,63592,West,49
880,64,Male,94376,West,90
881,85,Male,35520,East,27
882,62,Male,70093,West,23
883,19,Male,36384,North,84
884,44,Male,31131,South,27
885,53,Male,78711,East,81
886,53,Male,31984,West,14
887,43,Female,49494,West,3
888,60,Male,33995,South,27
889,44,Female,98363,South,62
890,86,Female,49433,West,14
891,37,Male,27986,West,92
892,28,Male,32638,North,44
893,55,Male,92432,South,25
894,23,Female,45715,South,61
895,89,Male,48366,South,75
896,40,Male,79688,North,52
897,64,Male,75470,South,12
898,63,Female,32433,North,97
899,29,Female,34090,East,84
900,30,Male,38941,East,34
901,79,Female,43457,North,23
902,77,Male,66646,East,19
903,60,Male,48261,South,1
904,85,Male,43875,South,74
905,22,Female,50100,North,65
906,54,Female,38693,West,5
907,89,Female,81117,South,57
908,48,Female,36064,West,22
909,26,Male,50535,West,43
910,68,Male,62349,West,2
911,46,Male,63497,East,73
912,57,Female,42217,East,7
913,58,Male,71929,North,21
914,28,Female,92862,East,71
915,40,Female,86043,West,59
916,18,Male,10000,West,9
917,63,Female,48334,East,40
918,38,Male,36762,East,73
919,53,Male,61122,West,49
920,71,Male,71042,North,12
921,74,Male,27015,West,73
922,18,Female,67358,North,10
923,80,Female,49470,South,74
924,71,Male,44751,West,17
925,72,Male,60572,East,4
926,57,Male,47095,East,64
927,32,Female,72657,West,16
928,38,Male,42123,North,49
929,64,Male,76667,East,27
930,70,Male,49576,South,6
931,26,Male,10000,East,9
932,69,Female,33938,North,58
933,74,Female,47909,West,32
934,43,Female,57391,East,38
935,58,Female,48026,West,30
936,52,Female,36055,West,78
937,80,Male,85618,South,45
938,42,Male,78082,South,29
939,55,Male,25856,West,92
940,19,Female,33154,North,22
941,24,Female,56382,South,31
942,51,Male,46953,East,81
943,34,Male,10000,South,17
944,60,Male,35620,West,54
945,76,Female,64661,South,79
946,68,Female,52242,North,47
947,71,Male,31377,South,32
948,41,Female,38817,North,28
949,42,Female,45534,East,11
950,88,Male,101214,South,39
951,69,Male,50724,East,17
952,87,Female,35537,West,76
953,50,Male,86061,East,39
954,66,Male,61593,South,73
955,46,Male,33893,South,25
956,80,Female,50386,North,26
957,39,Female,46168,South,68
958,43,Female,60972,West,62
959,45,Male,24851,North,19
960,66,Male,26168,South,13
961,88,Female,44856,South,29
962,66,Male,32396,South,54
963,37,Female,70344,South,73
964,80,Male,29431,West,42
965,78,Female,98149,South,62
966,66,Female,46964,North,71
967,88,Female,52630,South,71
968,18,Male,57020,North,21
969,30,Female,48541,North,9
970,68,Male,73593,South,45
971,73,Female,52911,West,27
972,79,Male,39571,South,48
973,49,Female,22699,South,85
974,47,Male,57826,North,69
975,46,Female,68287,East,5
976,66,Female,24652,East,72
977,62,Male,42377,West,15
978,47,Female,69313,North,77
979,33,Male,32972,West,97
980,57,Female,32790,South,44
981,36,Female,46968,South,47
982,35,Female,76306,West,32
983,18,Male,68371,North,36
984,64,Male,76321,South,49
985,83,Female,30127,North,53
986,55,Female,36808,South,23
987,68,Male,46431,South,34
988,80,Male,43869,West,18
989,21,Male,34464,West,12
990,18,Female,59616,North,87
991,25,Female,17403,East,2
992,46,Male,52992,East,27
993,72,Male,83237,East,50
994,20,Female,51570,South,31
995,49,Male,33355,East,48
996,27,Female,24391,West,86
997,51,Male,57216,East,69
