account_id,customer_id,account_type,balance,account_status
378,107,Savings,0,Closed
379,19351,Checking,8704,Active
380,11448,Checking,4594,Active
381,360,Credit Card,3046,Active
382,9336,Checking,0,Active
383,18834,Credit Card,571,Active
384,15810,Checking,0,Active
385,17180,Savings,1630,Active
386,7723,Savings,9550,Closed
387,4637,Savings,0,Active
388,17408,Savings,4712,Active
389,15519,Checking,0,Active
390,11095,Checking,17648,Active
391,11718,Checking,1155,Active
392,17903,Savings,4159,Active
393,11083,Savings,8784,Active
394,2350,Checking,22046,Active
395,10309,Credit Card,8775,Active
396,4822,Checking,28925,Active
397,10689,Savings,16526,Active
398,19326,Savings,3882,Active
399,17971,Credit Card,0,Active
400,335,Credit Card,0,Active
401,8337,Savings,11461,Active
402,9890,Savings,0,Active
403,19388,Checking,0,Active
404,5947,Checking,7596,Active
405,2748,Savings,0,Active
406,18136,Checking,5846,Active
407,10434,Checking,3018,Inactive
408,14427,Savings,0,Inactive
409,15232,Checking,23919,Active
410,4361,Savings,0,Active
411,6483,Checking,14782,Active
412,2212,Savings,17916,Active
413,14711,Savings,0,Active
414,10717,Checking,25782,Active
415,6667,Checking,0,Active
416,1056,Checking,3883,Closed
417,2907,Checking,7954,Active
418,8256,Savings,0,Active
419,12200,Savings,3223,Active
420,6065,Checking,11462,Active
421,13034,Savings,8395,Inactive
422,17120,Checking,18175,Active
423,1403,Credit Card,0,Active
424,4219,Savings,2562,Active
425,7523,Savings,0,Active
426,8054,Savings,0,Active
427,11969,Checking,1984,Active
428,6261,Savings,7192,Active
429,5410,Savings,0,Active
430,4865,Checking,0,Active
431,554,Checking,8288,Active
432,7996,Savings,17202,Inactive
433,4067,Checking,16063,Active
434,5469,Savings,9776,Active
435,146,Checking,0,Inactive
436,4315,Savings,0,Active
437,7029,Checking,0,Active
438,1638,Checking,73,Active
439,12564,Credit Card,7485,Active
440,13433,Checking,0,Active
441,10055,Credit Card,9091,Closed
442,9349,Checking,0,Active
443,18666,Credit Card,16287,Closed
444,53,Checking,3699,Active
445,6349,Savings,10017,Active
446,7749,Savings,5593,Inactive
447,2956,Checking,0,Inactive
448,7235,Checking,12067,Active
449,18742,Checking,0,Active
450,18667,Checking,119,Active
451,5139,Checking,0,Inactive
452,12249,Checking,0,Active
453,579,Savings,0,Active
454,19335,Credit Card,0,Active
455,14519,Checking,8046,Active
456,5371,Checking,8021,Active
457,14359,Checking,27584,Active
458,3844,Credit Card,13924,Active
459,10282,Savings,23563,Active
460,13210,Checking,0,Active
461,16374,Credit Card,4476,Active
462,10261,Checking,19845,Active
463,9595,Checking,7411,Active
464,7818,Checking,6790,Inactive
465,1546,Savings,11251,Active
466,5699,Savings,0,Active
467,11619,Credit Card,18701,Inactive
468,10733,Checking,0,Active
469,2963,Credit Card,0,Active
470,9162,Checking,0,Active
471,10283,Checking,5863,Active
472,10842,Checking,8788,Active
473,9096,Savings,496,Inactive
474,3764,Savings,0,Active
475,13991,Credit Card,0,Active
476,1704,Credit Card,0,Active
477,16095,Checking,12627,Active
478,4253,Savings,0,Active
479,6216,Checking,21014,Active
480,5391,Savings,0,Inactive
481,2074,Checking,9245,Closed
482,4708,Checking,7617,Active
483,17577,Checking,0,Active
484,19704,Checking,10423,Inactive
485,6909,Savings,0,Active
486,2674,Checking,5330,Active
487,14476,Savings,0,Active
488,14770,Checking,6290,Active
489,203,Checking,13084,Active
490,4062,Savings,0,Active
491,53,Checking,33566,Active
492,17133,Savings,14304,Active
493,14170,Savings,13292,Closed
494,1202,Checking,3480,Active
495,19172,Credit Card,631,Active
496,3553,Savings,17373,Active
497,18847,Checking,26509,Active
498,11010,Savings,0,Active
499,14927,Savings,274,Active
500,10956,Credit Card,9313,Active
501,963,Credit Card,19267,Closed
502,19640,Savings,0,Active
503,18884,Credit Card,0,Active
504,16485,Savings,0,Active
505,6317,Savings,13656,Active
506,1827,Savings,13558,Active
507,15720,Checking,0,Active
508,1397,Savings,22251,Active
509,17638,Checking,0,Active
510,3777,Savings,0,Active
511,3971,Savings,0,Active
512,13322,Checking,12313,Active
513,14836,Credit Card,19124,Closed
514,12510,Checking,14781,Active
515,14458,Savings,4030,Inactive
516,10524,Credit Card,5675,Inactive
517,7684,Savings,4167,Active
518,16501,Checking,6491,Active
519,5817,Checking,10233,Active
520,11460,Checking,2594,Inactive
521,535,Checking,0,Active
522,18792,Savings,12328,Active
523,12540,Credit Card,0,Active
524,19351,Savings,12709,Active
525,12722,Credit Card,22816,Inactive
526,591,Savings,0,Active
527,19201,Savings,3117,Active
528,6572,Checking,3890,Inactive
529,14913,Credit Card,4839,Active
530,498,Checking,6083,Active
531,2413,Savings,4351,Active
532,3789,Savings,0,Active
533,13817,Checking,8476,Active
534,9126,Credit Card,13488,Active
535,2334,Checking,486,Active
536,10068,Savings,0,Active
537,14186,Savings,16782,Active
538,17385,Credit Card,6065,Active
539,5957,Savings,0,Active
540,3958,Checking,15022,Active
541,2768,Credit Card,0,Inactive
542,14062,Credit Card,1406,Active
543,18034,Savings,2461,Active
544,3199,Checking,0,Active
545,1994,Credit Card,12555,Active
546,1759,Checking,20024,Active
547,19078,Checking,14364,Active
548,15171,Checking,10705,Active
549,12215,Checking,1030,Active
550,820,Checking,28312,Active
551,4835,Checking,9567,Active
552,12737,Checking,16486,Active
553,14260,Checking,0,Active
554,2301,Checking,22606,Active
555,17358,Checking,0,Inactive
556,11004,Credit Card,0,Active
557,3408,Savings,13169,Active
558,13958,Credit Card,0,Active
559,15881,Savings,0,Active
560,16097,Checking,4208,Active
561,8258,Credit Card,5303,Active
562,2347,Savings,24156,Closed
563,878,Credit Card,5477,Inactive
564,1347,Credit Card,0,Active
565,7501,Credit Card,6669,Active
566,16329,Checking,0,Active
567,14504,Savings,2162,Active
568,6249,Savings,7111,Active
569,15176,Savings,13188,Active
570,10262,Checking,10278,Active
571,18394,Checking,6377,Inactive
572,720,Savings,15867,Active
573,9184,Checking,8892,Active
574,6849,Checking,10355,Active
575,17148,Credit Card,0,Active
576,3399,Savings,21326,Closed
577,5745,Checking,0,Active
578,4074,Checking,0,Active
579,17776,Checking,9271,Active
580,17227,Savings,0,Active
581,15309,Savings,0,Active
582,10244,Checking,22514,Active
583,9219,Checking,20943,Active
584,15557,Checking,3068,Inactive
585,19276,Credit Card,573,Active
586,14924,Savings,0,Active
587,13775,Savings,0,Active
588,5124,Checking,14910,Active
589,11979,Savings,7427,Active
590,19834,Credit Card,0,Closed
591,5961,Savings,28439,Inactive
592,5906,Credit Card,0,Active
593,411,Checking,20575,Active
594,3179,Savings,0,Inactive
595,19740,Checking,23615,Active
596,10208,Checking,19649,Active
597,4682,Savings,0,Active
598,17122,Checking,11001,Active
599,19191,Savings,9987,Active
600,2871,Savings,0,Active
601,18624,Checking,14429,Inactive
602,9669,Checking,15848,Active
603,4754,Savings,11035,Active
604,11507,Credit Card,0,Active
605,2711,Checking,22019,Active
606,5426,Savings,0,Active
607,1668,Checking,2424,Active
608,10850,Credit Card,4813,Active
609,6156,Checking,9159,Inactive
610,12550,Checking,1544,Active
611,12886,Savings,2318,Closed
612,13051,Savings,0,Active
613,19857,Credit Card,0,Active
614,10553,Savings,12959,Active
615,6233,Checking,14099,Active
616,18357,Savings,31064,Active
617,10971,Checking,6922,Inactive
618,4807,Savings,0,Active
619,547,Savings,0,Active
620,14216,Checking,0,Active
621,3235,Credit Card,9037,Closed
622,12638,Checking,0,Inactive
623,18960,Savings,13406,Active
624,3389,Savings,10786,Active
625,2425,Checking,8897,Active
626,10470,Savings,0,Active
627,754,Savings,17301,Active
628,19234,Savings,29158,Active
629,1153,Credit Card,0,Active
630,1516,Credit Card,122,Active
631,11972,Checking,0,Inactive
632,7597,Checking,7425,Active
633,4736,Checking,10341,Active
634,3386,Checking,4294,Inactive
635,15057,Savings,16808,Active
636,8364,Checking,19285,Active
637,10122,Checking,0,Active
638,12590,Savings,6888,Inactive
639,2923,Checking,9125,Active
640,13309,Checking,7979,Active
641,15742,Checking,1647,Inactive
642,3432,Credit Card,8072,Active
643,1741,Checking,0,Active
644,19961,Credit Card,19836,Active
645,4774,Savings,2208,Active
646,11628,Checking,0,Active
647,8464,Savings,0,Active
648,10663,Savings,22387,Active
649,667,Checking,24937,Active
650,13184,Savings,6421,Active
651,880,Checking,0,Active
652,13008,Credit Card,2032,Active
653,16207,Checking,3536,Active
654,13201,Checking,0,Active
655,296,Checking,8549,Active
656,12898,Credit Card,12527,Active
657,8301,Savings,5009,Active
658,14948,Savings,0,Active
659,8986,Credit Card,407,Active
660,3248,Credit Card,1416,Active
661,1538,Checking,1251,Closed
662,14953,Savings,19331,Inactive
663,12892,Credit Card,3137,Active
664,1281,Checking,10173,Active
665,1527,Checking,21229,Active
666,15400,Credit Card,4725,Closed
667,292,Savings,5012,Active
668,527,Savings,6218,Closed
669,1217,Checking,20635,Active
670,6995,Savings,32900,Active
671,11289,Credit Card,6000,Active
672,18262,Checking,18081,Active
673,343,Savings,17804,Active
674,14782,Savings,18139,Active
675,2119,Savings,12931,Active
676,16162,Credit Card,5573,Active
677,18699,Savings,21063,Active
678,2384,Savings,0,Inactive
679,12271,Checking,0,Active
680,3366,Checking,17072,Active
681,19000,Savings,0,Inactive
682,6947,Checking,25289,Active
683,14487,Credit Card,0,Active
684,13080,Checking,15236,Active
685,14710,Savings,0,Active
686,8196,Checking,13786,Active
687,4091,Credit Card,0,Inactive
688,1204,Savings,12835,Active
689,7522,Checking,5463,Active
690,6716,Savings,9813,Closed
691,5794,Checking,11203,Inactive
692,12704,Savings,14166,Active
693,15396,Checking,5770,Active
694,6742,Savings,5845,Active
695,17299,Savings,3532,Active
696,547,Checking,1841,Active
697,10684,Savings,17342,Active
698,17464,Credit Card,7139,Active
699,6886,Savings,2422,Inactive
700,9864,Checking,14668,Active
701,11232,Credit Card,12336,Active
702,4836,Savings,17911,Active
703,14046,Credit Card,0,Active
704,18416,Savings,0,Active
705,10263,Checking,6405,Active
706,15595,Savings,0,Active
707,16711,Savings,3109,Active
708,17558,Savings,0,Active
709,11812,Savings,0,Inactive
710,3239,Credit Card,0,Active
711,14275,Checking,8525,Active
712,2468,Savings,6719,Active
713,15509,Checking,3859,Active
714,16638,Checking,14627,Inactive
715,2951,Credit Card,6531,Active
716,14599,Savings,6671,Active
717,1557,Checking,12249,Inactive
718,2894,Savings,7064,Inactive
719,14122,Checking,2823,Active
720,1159,Checking,1339,Active
721,581,Checking,0,Closed
722,1171,Checking,4388,Active
723,8793,Savings,15873,Active
724,14721,Savings,9128,Active
725,7732,Savings,373,Active
726,15197,Checking,13121,Closed
727,12523,Credit Card,9162,Active
728,1295,Checking,0,Active
729,612,Savings,18470,Active
730,12882,Savings,0,Active
731,1215,Checking,4786,Active
732,19862,Checking,0,Inactive
733,13078,Checking,15444,Active
734,19646,Savings,0,Closed
735,7942,Checking,0,Closed
736,19981,Checking,27008,Active
737,7864,Savings,5776,Active
738,2548,Checking,12418,Active
739,9582,Credit Card,5165,Active
740,2465,Checking,1714,Inactive
741,8030,Credit Card,11926,Inactive
742,18958,Credit Card,4809,Active
743,2981,Savings,0,Active
744,3621,Credit Card,13545,Active
745,6115,Checking,16121,Active
746,1550,Credit Card,12338,Active
747,14486,Savings,12641,Active
748,13906,Savings,7870,Closed
749,4426,Checking,12709,Active
750,3224,Savings,0,Active
751,16032,Checking,9197,Closed
752,14006,Credit Card,5933,Active
753,18037,Credit Card,0,Active
754,1998,Savings,23212,Active
755,11735,Savings,8033,Active
756,12064,Credit Card,0,Active
757,12591,Savings,3929,Active
758,12793,Checking,7922,Active
759,19148,Credit Card,16444,Active
760,13865,Checking,11297,Inactive
761,8536,Credit Card,8349,Active
762,16418,Credit Card,9734,Closed
763,2095,Checking,4110,Active
764,17680,Checking,4845,Active
765,17842,Checking,17734,Active
766,11657,Checking,26630,Closed
767,2412,Savings,23783,Active
768,946,Checking,0,Active
769,8884,Checking,0,Inactive
770,7626,Savings,1314,Active
771,3585,Checking,9105,Active
772,1287,Savings,0,Active
773,4319,Checking,0,Inactive
774,11149,Savings,9411,Active
775,506,Credit Card,0,Active
776,17208,Savings,9524,Active
777,16912,Credit Card,14752,Inactive
778,19734,Checking,16173,Active
779,14598,Savings,9040,Active
780,8309,Checking,13699,Active
781,6145,Checking,0,Active
782,7899,Credit Card,11094,Active
783,5580,Checking,23438,Active
784,12482,Checking,0,Active
785,7205,Checking,14211,Active
786,14026,Checking,9538,Active
787,7185,Checking,18683,Active
788,6,Savings,0,Active
789,17620,Savings,0,Active
790,3721,Savings,19223,Inactive
791,17553,Checking,0,Active
792,14739,Savings,0,Active
793,12337,Savings,14760,Active
794,3585,Credit Card,0,Active
795,15084,Checking,8999,Inactive
796,38,Savings,0,Inactive
797,18980,Checking,8060,Active
798,19226,Checking,3499,Active
799,8496,Savings,25138,Active
800,11105,Checking,0,Active
801,8360,Credit Card,1594,Active
802,5832,Savings,8148,Inactive
803,9399,Checking,0,Active
804,2452,Checking,0,Active
805,17661,Savings,19383,Active
806,12199,Checking,4404,Active
807,16360,Checking,0,Inactive
808,18908,Checking,7914,Active
809,19805,Checking,1270,Inactive
810,8153,Checking,1991,Active
811,17498,Savings,20141,Active
812,12232,Savings,8094,Active
813,12382,Credit Card,14935,Active
814,15677,Checking,8108,Active
815,884,Checking,0,Closed
816,13625,Checking,5429,Active
817,4161,Checking,17926,Active
818,1436,Savings,0,Active
819,5645,Savings,2730,Active
820,9961,Credit Card,6279,Active
821,10901,Savings,0,Active
822,19925,Checking,12676,Active
823,19851,Savings,9160,Active
824,603,Checking,0,Active
825,15557,Checking,0,Active
826,10253,Checking,0,Active
827,17320,Savings,3884,Active
828,15905,Checking,2102,Active
829,8122,Savings,0,Inactive
830,4547,Savings,0,Active
831,1584,Savings,0,Active
832,13271,Credit Card,3649,Active
833,646,Checking,10817,Active
834,1355,Checking,9804,Active
835,7975,Checking,808,Active
836,7405,Credit Card,0,Active
837,12197,Savings,6986,Active
838,14707,Savings,4387,Active
839,646,Checking,215,Active
840,17042,Savings,12274,Active
841,5057,Checking,15981,Active
842,15796,Checking,20147,Active
843,1547,Checking,23230,Active
844,7402,Checking,3506,Inactive
845,16379,Savings,26211,Active
846,18629,Checking,691,Active
847,6168,Checking,5666,Active
848,19522,Credit Card,22192,Inactive
849,7920,Savings,0,Active
850,17187,Savings,10529,Inactive
851,1250,Savings,16879,Active
852,10754,Savings,1311,Active
853,10892,Credit Card,3030,Active
854,6066,Savings,18782,Active
855,10019,Savings,4104,Active
856,12125,Credit Card,1589,Active
857,6917,Checking,0,Active
858,18795,Checking,0,Active
859,12859,Savings,1090,Active
860,10422,Checking,0,Active
861,4711,Credit Card,20770,Active
862,16077,Checking,0,Active
863,12575,Savings,22698,Inactive
864,4377,Savings,24024,Inactive
865,18027,Savings,16104,Active
866,8895,Credit Card,1743,Active
867,12853,Checking,0,Active
868,5669,Savings,11265,Active
869,16231,Credit Card,5404,Inactive
870,7137,Savings,7011,Active
871,11819,Checking,17763,Inactive
872,5507,Credit Card,0,Active
873,10799,Checking,4298,Active
874,1082,Credit Card,4491,Active
875,9450,Credit Card,6323,Active
876,18392,Savings,14094,Active
877,16515,Savings,28984,Active
878,6399,Credit Card,2990,Active
879,18456,Savings,11793,Active
880,10854,Credit Card,0,Closed
881,18583,Savings,6143,Inactive
882,14185,Checking,19222,Active
883,5942,Savings,7839,Inactive
884,8315,Credit Card,23057,Inactive
885,15615,Checking,0,Active
886,15070,Savings,7235,Active
887,5757,Credit Card,0,Active
888,10822,Checking,15934,Active
889,4369,Credit Card,0,Inactive
890,11243,Checking,6167,Active
891,18555,Credit Card,24799,Active
892,2301,Savings,10871,Active
893,4121,Credit Card,0,Inactive
894,1502,Checking,0,Active
895,16875,Savings,0,Inactive
896,2560,Savings,9706,Active
897,9648,Savings,13469,Active
898,19897,Savings,4389,Active
899,13937,Checking,0,Active
900,2346,Checking,1886,Active
901,1163,Credit Card,2385,Inactive
902,18716,Credit Card,16651,Active
903,19628,Checking,13793,Active
904,1152,Checking,8005,Active
905,19842,Credit Card,15588,Active
906,2665,Savings,8771,Active
907,7577,Savings,15823,Active
908,11133,Checking,10187,Active
909,8739,Savings,8823,Active
910,13911,Checking,4654,Active
911,12834,Checking,24306,Active
912,14472,Credit Card,9514,Active
